,content
658,"제목과 끝에 내용 좀 자극적으로 쓰시기도 하셨고 틀리게도 쓰셨네요.
항공사고수사학 전공했구 이 사건에 대해 프리젠테이션을 만든 경험도 있습니다. 결과적으로 벨류젯 사고는 일차적으로보면 세이버테크에 준 외주로 보이지만 결국 좀 더 파고 내려가면 사고 자체는 막을 수 있었어요. 아메리칸 항공 132편이 1988년 겪었던 사고에 (이것도 화물칸에 과산화수소 기반 화학물질을 위시한 인화성 물질이 있었고 여기에 불이 붙으므로서 화재가 시작됨) FAA가 NTSB의 권고를 무시한것으로부터 벨류젯의 추락 자체가 가속화되었다고 할 수 있습니다. 그 이전으로 가면 항공기 제작사들이 보다 더 안전한 항공기를 FAA 권고가 없어도 만들지 못했다는걸 집을 수 있겠네요. NTSB가 화물칸에 화재를 대비해서 연기감지기와 소화장치를 구비해야한다고 했지만 FAA에서는 이런일이 얼마나 일어나겠느냐고 NTSB의 권고를 (기억엔 두어번 보낸걸루 알고있어요) 무시하다가 나중에야 권고사항으로 추가했을 뿐이죠. 강제 사항이 아닌 권고 사항일 뿐이니 많은 항공사들, 특히 벨류젯같은 LCC들은 더욱이나 하지 않았고 결국 참사가 일어난것입니다.


모든 사고가 다 그렇지만 특히나 항공 사고에서는 단 하나의 사고 이유는 없습니다. 이걸 여실히 보여주는게 제임스 리즌의 스위스 치즈모델이고 최근에는 HFACS라는 모델이 새로 나와서 사고 조사에 더욱 더 큰 도움을 주고 있지요. 물론 세이버테크의 정비 라이센스가 만료 되었다는 둥 이런 일들도 많지만 결국 NTSB가 화물칸에 COMAT (COmpany MATerials. 회사 물품들. 여기엔 산소 발생기 포함)이나 위험물질 (dangerous goods)을 싣지 못하게 바꾸어달라는 요청을 FAA가 묵살해버린것 또한 무시할 수 없습니다. 외주는 당시도 그렇고 현재도 그렇고 정비나 로딩, 클리닝 같은건 여전히 많이 주는 중입니다. 하다못해 대한항공 또한 기내식을 자체조달하다가 LSG 같은 회사로 갈아탔습니다. 외주가 꼭 나쁜것처럼 제목이 보이는데 사고 조사 리포트는 외주만이 문제라고 지적하진 않아요. 이왕 다큐라는 이름 붙이신거, 좀 더 깊이 있는 설명이 있었으면 어땠을까 하는 생각이 듭니다.


참고로 영국의 유명한 저가 항공사 Ryanair도 모든게 외주 위주로 돌아갑니다. 그런데 몇번 병크는 터트렸지만 저런 사고는 낸적 없어요. South West도 외주로 돌아가고 LCC는 외주가 위주라고 보시면 됩니다. 그러니까 외주가 100% 문제가 아니란겁니다. FNSC도 외주 많이 주고요.



 자료: "
659,대한항공은 직원들이 이루어낸 회사입니다 경영진이 문제지 대한항공은 나쁜회사가 아닙니다
660,응 진에어도 대한항공 계열사야~^^
661,대한항공 서비스 자체(?)는 좋긴 한데.. 오너 리스크들이 너무 컸어요...
662,대한항공 은 좋은데 총수 일가는 쓰레기
663,LCC 항공 부기장인데 대한항공 너무부끄럽다.파일럿분들은 말도잘하시고 성격도좋으시던데 회사의 고위간부들이 저러니 저보다 뛰어난 파일럿분들은 어떤느낌일까요? 오늘도 공항서 심정을 물어볼렵니다 
664,사명을 이어 받았을 뿐인 대한항공이 왜 문제가 되지???
665,어쨌든 대한항공이나 아시아나는 둘다 회장이 문제야
666,"지금부터 대한항공 바이바이
아시아나 웰컴"
667,"대한항공을 사용하던 말던 남이사 민간에서 무슨 상관이래 ;; 
본인들 생업에나 집중하시길"
668,대한항공 이름 버려라 진짜 갑질로 나라망신하는 회사가 대한항공이라는 이름달고 영업하는거 못 봐주겠다
669,우리나라도 제3 민영항공사 만들어서 대한항공의 독점을 막는게 나을 것 같다
670,"이런거 볼때마다 너무 마음아프네요.... 대한항공이라고 싸잡아서 욕하지 말고 윗대가리들만 욕합시다 제발...
대한항공에서 일하시는 성실한 분들은 대체 무슨 죄입니까 제 친구 아버지가 대한항공 기장이신데 대한항공 싸잡아서 욕하는 글이나 댓글보고 많이 상처받으신데요...  윗대가리들은 개판을 쳐도 직원분들은 최고의 서비스를 제공하려고 하시는데... 제발 경영진들의 잘못만 질책해주세요"
671,이제부터 대한항공  갑질항공 
672,민족의 수치 대한항공
673,"대한항공은 문제 없다고 판단한다
집안이 문제지  "
674,조만간 대한항공이랑 아시아나항공이 평양에서 뜨는건가..
675,요즘 사람들 너무 몰랔  대한항공이 국책항공사에 국적기랰    아니라고 해도 지들이 그러는데 뭨    
676,에엥? 대한항공은 펩시가 세운거 아니었나아?>
677,대한항공 직원들 불쌍하다....  
678,"조씨일가 당장 대한항공에서 나가라 
대한항공 이미지 먹칠하지말고"
679,근데 대한항공 초기 로고 지금의 JAL 로고랑 똑같이 생겼네
680,"저는 항공덕후 항덕인데요.
아시아나,저가항공 과 대한항공은 급이 다릅니다. 대한항공이 우리나라에선 서비스,기재,등에서 압도적입니다.
(스카이트랙스 순위 는 아시아나가 훨씬높다고 하실분들이 잇는데 스카이트랙스는 신뢰도,공정도가 이미 바닥친지 오랩니다)
그리고 대한항공이 이름을 바꾼다는거 자체가 말도안되고 당연히 불가능하겟죠.
굳이바꿀이유도 없고요."
681,조현민 일가때문에 대한항공 망하게 생겼는데 그안에있는 직원들은 뭔죄냐?
682,음... 대한항공땜에 프랑스랑 3개월 무비자 되고 또뭐있나 프랑스 에어버스 대한항공에서 다사주고      프랑스에서 대한항공한테 훈장주고 그덕에 우리나라 프랑스랑외교관계좋아지고 미스트랄미사일인가?? 아무튼 육군이랑 해군에서쓰는미사일 그것도 덤으로 존나싸게구매성공해서그런듯
683,아뭐야 대한항공 국책항공사인줄알고 이용햇는데 안해야겟다. 차라리 일본공수비행기를 타고말지.
684,대한항공이 아니라 갑질항공이다
685,<대한항공 재벌 총수>는 <삼성 총수>에 따지시라! <삼성 총수> 쏙 숨었어요!!! 범인은 바로 <삼성 총수 이재용 일가>
686,대한항공은 왜 때문에 '대한'을 쓰는 거죠?
687,우리는 대한항공때문에 이렇게까지온거일수도있습니다
688,이거 보면 왜 대한항공 아시아나항공이 10등에도 못드는거알겠네 대한항공 아시아나항공의 퍼스트가 여긴 비지니스인거 무엇. 여기 퍼스트는 걍 호텔이고
689,"대한항공보다 아시아나가 더 적게 받나요??
아시아나는 300정도로 알고있는뎅"
690,대한항공의 팀 제도에 대해 궁금합니다! 일정 기간을 함께 비행하는 팀이 정해지는 것으로 알고 있는데 얼마나 유지되는 건가요? 정해진 이후 변동은 아예 없나요? 아무리 회사가 크고 크루 수가 많다고는 해도 정말 마주치고 싶지 않은 사람이 사내에 근무하고 있는 경우가 있을 텐데.. 정말 만약을 생각하지 않을 수 없잖아요   + 그리고 아시아나는 크루들끼리의 스케줄 스왑이 비교적 아주 자유롭다고 들었는데 대한항공은 어떤 편인가요?
691,동생이 대한항공?   
692,대한항공 눼~~~     
693,대한항공은 게이트에서 대하는 직원들이 참 별루다
694,사진 봤는데 대한항공이 더 쎄보임
695,대한항공이 더 좋은...
696,꼭같은 항공사아니여도 될걸요 대한항공이 스카이팀이니까 같은 스카이팀이면 되는경우가있는걸로아는데
697,아샤나가 항공사 24위고 대한항공이 32위임
